RecordType;Schema;Name;Type;Complexity;Coupling;Id;LoC;References;Dependencies;Abstraction;Instability
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_RI;PACKAGE BODY;Simple;Medium;30956985;2188;1;2;0,000457038;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_AL;PACKAGE BODY;Simple;Medium;30957932;2197;1;2;0,000455166;0,666666667
1;TKMTS;PAC_CONTRACT_INBOX;PACKAGE BODY;Simple;Tightly;31042641;1651;2;5;0,000605694;0,714285714
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT_INBOX;PACKAGE BODY;Simple;Medium;31042643;2416;1;2;0,000413907;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_AL;PACKAGE BODY;Simple;Tightly;30990504;8322;1;4;0,000120163;0,8
1;TKMTS;PAC_ESB_CLIENTVISIBILITY;PACKAGE BODY;Simple;Tightly;31002616;549;1;4;0,001821494;0,8
1;TKMTS;PAC_FLOW_CONTRACT_QUI;PACKAGE BODY;Simple;Tightly;31054267;1195;1;12;0,00083682;0,923076923
1;TKMTS;PAC_CONTRACT_EXTENDED_RO;PACKAGE BODY;Simple;Tightly;31092704;1573;1;11;0,000635728;0,916666667
1;TKMTS;PAC_CONTRACT_RO;PACKAGE BODY;Simple;Tightly;31092705;10256;2;20;9,75039E-05;0,909090909
1;TKMTS;PAC_AVAILABILITY_Q;PACKAGE BODY;Complex;Tightly;31135509;2505;1;10;0,000399202;0,909090909
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_RI;PACKAGE BODY;Simple;Tightly;31141120;8402;1;4;0,000119019;0,8
1;TKMTS;PAC_DYNAMIC_QUERY_FIN;PACKAGE BODY;Simple;Medium;31194359;832;1;2;0,001201923;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_ENTITY_RI;PACKAGE BODY;Simple;Tightly;31251925;4669;1;4;0,000214179;0,8
1;TKMTS;PAC_MIGRATION_RI;PACKAGE BODY;Complex;Tightly;31264038;485;1;8;0,002061856;0,888888889
1;MTS_ADMIN;ENCRYPT_DECRYPT;PACKAGE BODY;No Actions;Loosely;31276708;2;3;1;0,5;0,25
1;TKMTS;P_UPDATE_STOCK_CONTRACT_GENXML;PROCEDURE;Simple;Tightly;30878600;100;0;2;0,01;1
1;TKMTS;P_NOTIF_CLIENT_ONSALE;PROCEDURE;Simple;Tightly;14156431;27;0;2;0,037037037;1
1;MTS_ADMIN;P_SENDEMAIL;PROCEDURE;Complex;Loosely;3011595;179;54;0;0,005586592;0
1;MTS_ADMIN;P_SETUSERPRIVS_MTS_ADMIN;PROCEDURE;Medium;Loosely;3011596;77;0;0;0,012987013;0
1;MTS_ADMIN;P_SETUSERPRIVS_ATCOMRES;PROCEDURE;Medium;Loosely;3011597;101;0;0;0,00990099;0
1;TKMTS;JP_ENCRYPT;PROCEDURE;Complex;Loosely;3011602;37;2;0;0,027027027;0
1;TKMTS;P_SENDEMAIL;PROCEDURE;Simple;Loosely;3011604;179;54;0;0,005586592;0
1;TKMTS;P_RESET_CONTRACT;PROCEDURE;Simple;Loosely;3011605;180;0;0;0,005555556;0
1;TKMTS;P_GET_WRONG_BUSINESSELEMENTS;PROCEDURE;Simple;Loosely;3011608;143;0;0;0,006993007;0
1;TKMTS;JP_SETUSER;PROCEDURE;Complex;Loosely;3011612;29;0;0;0,034482759;0
1;TKMTS;JP_LOGSTATUSCHANGE;PROCEDURE;Complex;Loosely;3011613;29;0;0;0,034482759;0
1;TKMTS;P_UTL_SETNOTIAFTERBOOKING;PROCEDURE;Simple;Tightly;4968339;148;0;2;0,006756757;1
1;TKMTS;FIX_TR_CODES;PROCEDURE;Complex;Tightly;11377497;272;0;1;0,003676471;1
1;MTS_ADMIN;P_ADD_INFO_SQL_MONITOR;PROCEDURE;Simple;Loosely;28607241;32;0;0;0,03125;0
1;TKMTS;P_RESTART_EPC_SERVER;PROCEDURE;Simple;Loosely;29042740;56;0;0;0,017857143;0
1;TKMTS;P_BI_ALLOTMENTCHANGESLOG;PROCEDURE;Simple;Tightly;29114718;137;0;1;0,00729927;1
1;TKMTS;MAB_LOBS;PROCEDURE;Simple;Loosely;30209296;38;0;0;0,026315789;0
1;TKMTS;QA_DVLP_MIGRATE_CONTRACT;PROCEDURE;Simple;Tightly;30118500;120;0;3;0,008333333;1
1;MTS_ADMIN;P_DELETE_INFO_SQL_MONITOR;PROCEDURE;Complex;Tightly;30225298;20;0;1;0,05;1
1;TKMTS;P_CANCEL_BOOKING_COVID19;PROCEDURE;Medium;Tightly;30538847;171;0;1;0,005847953;1
1;TKMTS;P_CREATE_STOPSALES_PERSTOCK;PROCEDURE;Simple;Loosely;30894437;147;0;0;0,006802721;0
1;TKMTS;P_DELETE_EDITIONS_CO_NSC;PROCEDURE;Simple;Medium;31018455;94;1;2;0,010638298;0,666666667
1;TKMTS;P_REPORT_TROUT_WITHOUT_PICKUP;PROCEDURE;Simple;Tightly;31231875;91;0;1;0,010989011;1
1;TKMTS;P_AVAILSITEMS_SET_STATUS_ONSALE;PROCEDURE;Simple;Tightly;31102329;36;0;2;0,027777778;1
1;TKMTS;TR_AIUD_RATEPLAN_SYNCPORTFOLIO;TRIGGER;Simple;Loosely;30880643;60;0;0;0,016666667;0
1;TKMTS;TR_AIU_CO_UNIT_SYNCPORTFOLIO;TRIGGER;Simple;Loosely;30880644;54;0;0;0,018518519;0
1;TKMTS;TR_AIUD_UNITEXCL_SYNCPORTFOLIO;TRIGGER;Simple;Loosely;30880645;36;0;0;0,027777778;0
1;TKMTS;TR_AIUD_CXL_SYNCPORTFOLIO;TRIGGER;Simple;Loosely;30880646;42;0;0;0,023809524;0
1;TKMTS;ESB_PUBLICATION_CONTRACT_TRC;TRIGGER;Simple;Loosely;28602708;88;0;0;0,011363636;0
1;TKMTS;TR_BIU_OD_COM_CONTROL_ENTITYCK;TRIGGER;Medium;Tightly;30315534;258;0;1;0,003875969;1
1;TKMTS;TR_AIU_OD_COM_CONT_STATUSHIS;TRIGGER;Simple;Loosely;30315535;35;0;0;0,028571429;0
1;TKMTS;OD_COM_CONTROL_TRC;TRIGGER;Simple;Loosely;30315533;71;0;0;0,014084507;0
1;TKMTS;ISO_LANGUAGE_TRC;TRIGGER;Simple;Loosely;2998847;82;0;0;0,012195122;0
1;TKMTS;ISO_COUNTRY_TRC;TRIGGER;Simple;Loosely;2998851;82;0;0;0,012195122;0
1;TKMTS;ISO_COUNTRYLNG_TRC;TRIGGER;Simple;Loosely;2998855;82;0;0;0,012195122;0
1;TKMTS;ISO_CURRENCY_TRC;TRIGGER;Simple;Loosely;2998860;82;0;0;0,012195122;0
1;TKMTS;ISO_CURRENCYLNG_TRC;TRIGGER;Simple;Loosely;2998861;82;0;0;0,012195122;0
1;TKMTS;IATA_AIRPORT_TRC;TRIGGER;Simple;Loosely;2998868;82;0;0;0,012195122;0
1;TKMTS;IATA_AIRPORTLNG_TRC;TRIGGER;Simple;Loosely;2998869;82;0;0;0,012195122;0
1;TKMTS;IATA_AIRLINE_TRC;TRIGGER;Simple;Loosely;2998873;82;0;0;0,012195122;0
1;TKMTS;SD_DESTINATION_TRC;TRIGGER;Simple;Loosely;2998877;82;0;0;0,012195122;0
1;TKMTS;TR_CODE_DESTINATION;TRIGGER;Simple;Tightly;2998879;42;0;1;0,023809524;1
1;TKMTS;SD_REGION_TRC;TRIGGER;Simple;Loosely;2998883;82;0;0;0,012195122;0
1;TKMTS;TR_CODE_REGION;TRIGGER;Simple;Tightly;2998885;40;0;1;0,025;1
1;TKMTS;SD_RESORT_TRC;TRIGGER;Simple;Loosely;2998889;82;0;0;0,012195122;0
1;TKMTS;TR_CODE_RESORT;TRIGGER;Simple;Tightly;2998891;46;0;1;0,02173913;1
1;TKMTS;OD_ADDRESS_TRC;TRIGGER;Simple;Loosely;2998898;82;0;0;0,012195122;0
1;TKMTS;OD_COMMUNICATIONTYPE_TRC;TRIGGER;Simple;Loosely;2998902;82;0;0;0,012195122;0
1;TKMTS;OD_COMMUNICATIONTYPELNG_TRC;TRIGGER;Simple;Loosely;2998906;82;0;0;0,012195122;0
1;TKMTS;OD_COMMUNICATION_TRC;TRIGGER;Simple;Loosely;2998910;82;0;0;0,012195122;0
1;TKMTS;OD_ENTITYTYPE_TRC;TRIGGER;Simple;Loosely;2998911;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_OD_CLIENT_NOTIFICATION;TRIGGER;Simple;Tightly;2998915;95;0;2;0,010526316;1
1;TKMTS;OD_ENTITY_TRC;TRIGGER;Simple;Loosely;2998919;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_OD_ENTITY_CL_B2B;TRIGGER;Simple;Tightly;2998923;11;0;1;0,090909091;1
1;TKMTS;OD_ENTITYADDRESS_TRC;TRIGGER;Simple;Loosely;2998927;82;0;0;0,012195122;0
1;TKMTS;OD_ENTITYCOMMUNICATION_TRC;TRIGGER;Simple;Loosely;2998931;82;0;0;0,012195122;0
1;TKMTS;OD_CONTACT_TRC;TRIGGER;Simple;Loosely;2998935;82;0;0;0,012195122;0
1;TKMTS;OD_INCOMINGAGENCY_TRC;TRIGGER;Simple;Loosely;2998936;82;0;0;0,012195122;0
1;TKMTS;OD_RESORTOFFICE_TRC;TRIGGER;Simple;Loosely;2998940;82;0;0;0,012195122;0
1;TKMTS;OD_PROVIDER_TRC;TRIGGER;Simple;Loosely;2998944;82;0;0;0,012195122;0
1;TKMTS;OD_CLIENT_TRC;TRIGGER;Simple;Loosely;2998951;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_TRC;TRIGGER;Simple;Loosely;2998953;86;0;0;0,011627907;0
1;TKMTS;TR_AIU_STOCKHIS;TRIGGER;Simple;Loosely;2998956;36;0;0;0,027777778;0
1;TKMTS;GD_CODETYPE_TRC;TRIGGER;Simple;Loosely;2998963;82;0;0;0,012195122;0
1;TKMTS;GD_CODE_TRC;TRIGGER;Simple;Loosely;2998967;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_GDCODE_XML;TRIGGER;Simple;Loosely;2998968;16;0;0;0,0625;0
1;TKMTS;GD_CODELNG_TRC;TRIGGER;Simple;Loosely;2998969;82;0;0;0,012195122;0
1;TKMTS;GD_CODETYPECONFIG_TRC;TRIGGER;Simple;Loosely;2998973;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKUNIT_TRC;TRIGGER;Simple;Loosely;2998981;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECATEGORY_TRC;TRIGGER;Simple;Loosely;2998988;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECONCEPT_TRC;TRIGGER;Simple;Loosely;2998992;82;0;0;0,012195122;0
1;TKMTS;GD_BUSINESSCODETYPE_TRC;TRIGGER;Simple;Loosely;2998996;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKTYPE_TRC;TRIGGER;Simple;Loosely;2999000;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKUNITCODE_TRC;TRIGGER;Simple;Loosely;2999001;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKTYPELNG_TRC;TRIGGER;Simple;Loosely;2999010;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKRESORTOFFICE_TRC;TRIGGER;Simple;Loosely;2999011;82;0;0;0,012195122;0
1;TKMTS;OD_INCOMINGAGENCYCLIENT_TRC;TRIGGER;Simple;Loosely;2999015;82;0;0;0,012195122;0
1;TKMTS;TR_BU_STOCKUNITDIMENSIONTYPE;TRIGGER;Simple;Loosely;2999022;52;0;0;0,019230769;0
1;TKMTS;GD_STOCKUNITDIMENSIONTYPE_TRC;TRIGGER;Simple;Loosely;2999023;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKUNITDIMENSION_TRC;TRIGGER;Simple;Loosely;2999024;82;0;0;0,012195122;0
1;TKMTS;TR_BIU_GD_STOCKUNITDIMENSION;TRIGGER;Complex;Loosely;2999027;116;0;0;0,00862069;0
1;TKMTS;GD_STOCKUNITDIMENSIONLNG_TRC;TRIGGER;Simple;Loosely;2999029;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKUNITCODEDIMENSION_TRC;TRIGGER;Simple;Loosely;2999033;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECONCEPTSETTING_TRC;TRIGGER;Simple;Loosely;2999040;82;0;0;0,012195122;0
1;TKMTS;GD_BUSINESSCODEELEMENT_TRC;TRIGGER;Simple;Loosely;2999041;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_AC_DETAIL_TRC;TRIGGER;Simple;Loosely;2999045;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_OD_STOCK_CL_B2B;TRIGGER;Simple;Tightly;2999049;54;0;1;0,018518519;1
1;TKMTS;OD_STOCKSUBSERVICE_TRC;TRIGGER;Simple;Loosely;2999050;82;0;0;0,012195122;0
1;TKMTS;OD_ENTITYCONTACT_TRC;TRIGGER;Simple;Loosely;2999054;82;0;0;0,012195122;0
1;TKMTS;PR_PRICETYPECODE_TRC;TRIGGER;Simple;Loosely;2999058;82;0;0;0,012195122;0
1;TKMTS;PR_PRICETYPECODELNG_TRC;TRIGGER;Simple;Loosely;2999065;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECATEGORYCODE_TRC;TRIGGER;Simple;Loosely;2999069;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECATEGORYCODELNG_TRC;TRIGGER;Simple;Loosely;2999073;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECONCEPTCODE_TRC;TRIGGER;Simple;Loosely;2999074;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECONCEPTCODELNG_TRC;TRIGGER;Simple;Loosely;2999081;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_BUSINESSCODEELVAL_XML;TRIGGER;Simple;Tightly;2999082;16;0;1;0,0625;1
1;TKMTS;GD_BUSINESSCODEELEMENTVAL_TRC;TRIGGER;Simple;Loosely;2999086;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKTYPESUBSERVICECODE_TRC;TRIGGER;Simple;Loosely;2999087;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKTYPESUBSERCODELNG_TRC;TRIGGER;Simple;Loosely;2999094;82;0;0;0,012195122;0
1;TKMTS;AU_USER_TRC;TRIGGER;Simple;Loosely;2999098;82;0;0;0,012195122;0
1;TKMTS;AU_APPLICATION_TRC;TRIGGER;Simple;Loosely;2999100;82;0;0;0,012195122;0
1;TKMTS;AU_AUTHENTICATION_TRC;TRIGGER;Simple;Loosely;2999107;82;0;0;0,012195122;0
1;TKMTS;AU_ROLE_TRC;TRIGGER;Simple;Loosely;2999111;82;0;0;0,012195122;0
1;TKMTS;SD_RESORTAIRPORT_TRC;TRIGGER;Simple;Loosely;2999112;82;0;0;0,012195122;0
1;TKMTS;LOG_TRACE_TRC;TRIGGER;Simple;Loosely;2999116;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECATEGORYLNG_TRC;TRIGGER;Simple;Loosely;2999124;82;0;0;0,012195122;0
1;TKMTS;PR_PRICECONCEPTLNG_TRC;TRIGGER;Simple;Loosely;2999128;82;0;0;0,012195122;0
1;TKMTS;HTML_LOG_TRC;TRIGGER;Simple;Loosely;2999129;82;0;0;0,012195122;0
1;TKMTS;HTML_SETUP_TRC;TRIGGER;Simple;Loosely;2999136;82;0;0;0,012195122;0
1;TKMTS;AU_MESSAGE_TRC;TRIGGER;Simple;Loosely;2999140;82;0;0;0,012195122;0
1;TKMTS;AU_MESSAGELNG_TRC;TRIGGER;Simple;Loosely;2999141;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKEXTRACODE_TRC;TRIGGER;Simple;Loosely;2999148;82;0;0;0,012195122;0
1;TKMTS;GD_STOCKEXTRACODELNG_TRC;TRIGGER;Simple;Loosely;2999152;82;0;0;0,012195122;0
1;TKMTS;OD_CONTRACTAGENCY_TRC;TRIGGER;Simple;Loosely;2999156;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKEXTRA_TRC;TRIGGER;Simple;Loosely;2999157;82;0;0;0,012195122;0
1;TKMTS;GD_CONTRACTINGGROUP_TRC;TRIGGER;Simple;Loosely;2999164;82;0;0;0,012195122;0
1;TKMTS;GD_CONTRACTINGGROUPLNG_TRC;TRIGGER;Simple;Loosely;2999168;82;0;0;0,012195122;0
1;TKMTS;OD_ENTITYREMARK_TRC;TRIGGER;Simple;Loosely;2999169;82;0;0;0,012195122;0
1;TKMTS;SL_STOPSALE_TRC;TRIGGER;Simple;Loosely;2999173;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_STOPSALESTATUSHIS;TRIGGER;Simple;Loosely;2999175;28;0;0;0,035714286;0
1;TKMTS;SL_STOPSALE_STOCKUNIT_TRC;TRIGGER;Simple;Loosely;2999176;82;0;0;0,012195122;0
1;TKMTS;ST_TYPE_TRC;TRIGGER;Simple;Loosely;2999177;82;0;0;0,012195122;0
1;TKMTS;ST_CODE_TRC;TRIGGER;Simple;Loosely;2999178;82;0;0;0,012195122;0
1;TKMTS;ST_CLIENT_SETUP_TRC;TRIGGER;Simple;Loosely;2999179;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_CLIENTSETUPSTATUSHIS;TRIGGER;Simple;Loosely;2999180;28;0;0;0,035714286;0
1;TKMTS;ST_CLIENT_SETUPLINE_TRC;TRIGGER;Simple;Loosely;2999181;82;0;0;0,012195122;0
1;TKMTS;PR_PRICEGROUPCODE_TRC;TRIGGER;Simple;Loosely;2999182;82;0;0;0,012195122;0
1;TKMTS;PR_PRICEGROUPCODELNG_TRC;TRIGGER;Simple;Loosely;2999189;82;0;0;0,012195122;0
1;TKMTS;TR_CODE_TRC;TRIGGER;Simple;Loosely;2999190;82;0;0;0,012195122;0
1;TKMTS;CO_CONTRACT_TRC;TRIGGER;Simple;Loosely;2999191;90;0;0;0,011111111;0
1;TKMTS;TR_AIU_CONTRACTSTATUSHIS;TRIGGER;Simple;Loosely;2999195;36;0;0;0,027777778;0
1;TKMTS;TR_CO_CONTRACT_CTRY;TRIGGER;Simple;Tightly;2999196;118;0;1;0,008474576;1
1;TKMTS;CO_SEASON_TRC;TRIGGER;Simple;Loosely;2999203;82;0;0;0,012195122;0
1;TKMTS;TR_CO_SEASON_CTRY;TRIGGER;Simple;Tightly;2999204;36;0;3;0,027777778;1
1;TKMTS;CO_SEASONDATERANGE_TRC;TRIGGER;Simple;Loosely;2999206;82;0;0;0,012195122;0
1;TKMTS;CO_PRICELINE_TRC;TRIGGER;Simple;Loosely;2999213;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_PRICELINESTATUSHIS;TRIGGER;Simple;Loosely;2999214;20;0;0;0,05;0
1;TKMTS;CO_PRICERATE_TRC;TRIGGER;Simple;Loosely;2999216;82;0;0;0,012195122;0
1;TKMTS;CO_LAYOUT_TRC;TRIGGER;Simple;Loosely;2999224;82;0;0;0,012195122;0
1;TKMTS;CO_LAYOUTPRICETYPE_TRC;TRIGGER;Simple;Loosely;2999228;82;0;0;0,012195122;0
1;TKMTS;TR_BIU_CO_CHDBREAKDOWN;TRIGGER;Simple;Loosely;2999233;60;0;0;0,016666667;0
1;TKMTS;CO_CHDBREAKDOWN_TRC;TRIGGER;Simple;Loosely;2999237;82;0;0;0,012195122;0
1;TKMTS;TR_CO_CHDBREAKDOWN_CTRY;TRIGGER;Simple;Tightly;2999238;36;0;3;0,027777778;1
1;TKMTS;TR_CO_ALLOTMENTLINE_CTRY;TRIGGER;Simple;Tightly;2999239;36;0;3;0,027777778;1
1;TKMTS;CO_ALLOTMENTLINE_TRC;TRIGGER;Simple;Loosely;2999240;82;0;0;0,012195122;0
1;TKMTS;CO_ALLOTMENTQTY_TRC;TRIGGER;Simple;Loosely;2999248;82;0;0;0,012195122;0
1;TKMTS;TR_CO_ALLOTMENTQTY_CTRY;TRIGGER;Simple;Tightly;2999249;36;0;3;0,027777778;1
1;TKMTS;CO_RELEASELINE_TRC;TRIGGER;Simple;Loosely;2999260;82;0;0;0,012195122;0
1;TKMTS;TR_CO_RELEASELINE_CTRY;TRIGGER;Simple;Tightly;2999261;36;0;3;0,027777778;1
1;TKMTS;CO_CONTRACTUNIT_TRC;TRIGGER;Simple;Loosely;2999269;82;0;0;0,012195122;0
1;TKMTS;TR_AIU_CO_CONTUNITSTATUSHIS;TRIGGER;Simple;Loosely;2999274;20;0;0;0,05;0
1;TKMTS;CO_EDITIONLAYOUTPRICE_TRC;TRIGGER;Simple;Loosely;2999282;82;0;0;0,012195122;0
1;TKMTS;TR_CO_EDITIONLAYOUTPRICE_CTRY;TRIGGER;Simple;Tightly;2999283;36;0;3;0,027777778;1
1;TKMTS;CO_CLIENTVISIBILITY_TRC;TRIGGER;Simple;Loosely;2999288;84;0;0;0,011904762;0
1;TKMTS;TR_CO_CLIENTVISIBILITY_CTRY;TRIGGER;Simple;Tightly;2999292;143;0;1;0,006993007;1
1;TKMTS;TR_AIU_CLIENTVISSTATUSHIS;TRIGGER;Simple;Loosely;2999293;30;0;0;0,033333333;0
1;TKMTS;CO_REMARK_TRC;TRIGGER;Simple;Loosely;2999295;82;0;0;0,012195122;0
1;TKMTS;TR_CO_REMARK_CTRY;TRIGGER;Simple;Tightly;2999299;36;0;3;0,027777778;1
1;TKMTS;TR_AIU_CO_REMARKSTATUSHIS;TRIGGER;Simple;Loosely;2999300;20;0;0;0,05;0
1;TKMTS;PR_BUSINESSELEMENT_ALLOWED_TRC;TRIGGER;Simple;Loosely;2999307;82;0;0;0,012195122;0
1;TKMTS;BLK_OFFICECONVERSION_TRC;TRIGGER;Simple;Loosely;2999310;82;0;0;0,012195122;0
1;TKMTS;BLK_CURRENCYCONVERSION_TRC;TRIGGER;Simple;Loosely;2999311;82;0;0;0,012195122;0
1;TKMTS;AU_APPRESOURCE_TRC;TRIGGER;Simple;Loosely;2999315;82;0;0;0,012195122;0
1;TKMTS;AU_APPMODULE_TRC;TRIGGER;Simple;Loosely;2999319;82;0;0;0,012195122;0
1;TKMTS;AU_AUTHORIZATION_TRC;TRIGGER;Simple;Loosely;2999323;82;0;0;0,012195122;0
1;TKMTS;NBC_SERVICE_PROPERTY_TRC;TRIGGER;Simple;Loosely;2999324;82;0;0;0,012195122;0
1;TKMTS;NBC_SERVICETYPE_TRC;TRIGGER;Simple;Loosely;2999328;82;0;0;0,012195122;0
1;TKMTS;NBC_SERVICETYPELNG_TRC;TRIGGER;Simple;Loosely;2999335;82;0;0;0,012195122;0
1;TKMTS;NBC_PROPERTYCODELNG_TRC;TRIGGER;Simple;Loosely;2999339;82;0;0;0,012195122;0
1;TKMTS;NBC_SERVICECODELNG_TRC;TRIGGER;Simple;Loosely;2999343;82;0;0;0,012195122;0
1;TKMTS;NBC_SERVICECODE_TRC;TRIGGER;Simple;Loosely;2999347;82;0;0;0,012195122;0
1;TKMTS;NBC_PROPERTYCODE_TRC;TRIGGER;Simple;Loosely;2999351;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_NBC_TRC;TRIGGER;Simple;Loosely;2999352;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_NBC_VALUES_TRC;TRIGGER;Simple;Loosely;2999359;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKUNIT_NBC_VALUES_TRC;TRIGGER;Simple;Loosely;2999360;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKUNIT_NBC_TRC;TRIGGER;Simple;Loosely;2999364;82;0;0;0,012195122;0
1;TKMTS;NBC_PROPERTYCODE_LISTLNG_TRC;TRIGGER;Simple;Loosely;2999371;82;0;0;0,012195122;0
1;TKMTS;NBC_PROPERTYCODE_LIST_TRC;TRIGGER;Simple;Loosely;2999372;82;0;0;0,012195122;0
1;TKMTS;AU_KEYGROUPSETTING_TRC;TRIGGER;Simple;Loosely;2999379;82;0;0;0,012195122;0
1;TKMTS;AU_APPSETTING_TRC;TRIGGER;Simple;Loosely;2999383;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSFLOWTYPE_TRC;TRIGGER;Simple;Loosely;2999384;82;0;0;0,012195122;0
1;TKMTS;ENTERPRISE_TRC;TRIGGER;Simple;Loosely;2999388;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSCODE_TRC;TRIGGER;Simple;Loosely;2999392;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSACTIONCODE_TRC;TRIGGER;Simple;Loosely;2999399;82;0;0;0,012195122;0
1;TKMTS;TR_GRP_GROUPING_EXTRA_TRC;TRIGGER;Simple;Loosely;28571548;82;0;0;0,012195122;0
1;TKMTS;GD_STATUS_TRC;TRIGGER;Simple;Loosely;2999403;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSACTION_TRC;TRIGGER;Simple;Loosely;2999407;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSLNG_TRC;TRIGGER;Simple;Loosely;2999411;82;0;0;0,012195122;0
1;TKMTS;GD_STATUSFLOW_TRC;TRIGGER;Simple;Loosely;2999415;82;0;0;0,012195122;0
1;TKMTS;CO_EDITIONSTATUSHIS_TRC;TRIGGER;Simple;Loosely;2999421;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKSTATUSHIS_TRC;TRIGGER;Simple;Loosely;2999422;82;0;0;0,012195122;0
1;TKMTS;ST_CLIENT_SETUPSTATUSHIS_TRC;TRIGGER;Simple;Loosely;2999424;82;0;0;0,012195122;0
1;TKMTS;OD_LOGOCONTEXT_TRC;TRIGGER;Simple;Loosely;2999426;82;0;0;0,012195122;0
1;TKMTS;GD_CONTRACTINGGROUPLOGO_TRC;TRIGGER;Simple;Loosely;2999433;82;0;0;0,012195122;0
1;TKMTS;OD_ENTITYLOGO_TRC;TRIGGER;Simple;Loosely;2999434;82;0;0;0,012195122;0
1;TKMTS;AU_APPMODULERESOURCE_TRC;TRIGGER;Simple;Loosely;2999441;82;0;0;0,012195122;0
1;TKMTS;AU_ROLEAPPMODULE_TRC;TRIGGER;Simple;Loosely;2999442;82;0;0;0,012195122;0
1;TKMTS;AU_ROLEAPPMODULERESOURCE_TRC;TRIGGER;Simple;Loosely;2999446;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_NBC_LIST_TRC;TRIGGER;Simple;Loosely;2999450;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKUNIT_NBC_LIST_TRC;TRIGGER;Simple;Loosely;2999454;82;0;0;0,012195122;0
1;TKMTS;NBC_MEASURECONCEPT_TRC;TRIGGER;Simple;Loosely;2999458;82;0;0;0,012195122;0
1;TKMTS;NBC_MEASURECONCEPTLNG_TRC;TRIGGER;Simple;Loosely;2999462;82;0;0;0,012195122;0
1;TKMTS;NBC_MEASUREUNIT_TRC;TRIGGER;Simple;Loosely;2999466;82;0;0;0,012195122;0
1;TKMTS;NBC_MEASUREUNITLNG_TRC;TRIGGER;Simple;Loosely;2999470;82;0;0;0,012195122;0
1;TKMTS;NBC_RULETYPE_TRC;TRIGGER;Simple;Loosely;2999474;82;0;0;0,012195122;0
1;TKMTS;NBC_RULETYPELNG_TRC;TRIGGER;Simple;Loosely;2999478;82;0;0;0,012195122;0
1;TKMTS;NBC_RULE_TRC;TRIGGER;Simple;Loosely;2999482;82;0;0;0,012195122;0
1;TKMTS;NBC_PROPERTY_RULES_TRC;TRIGGER;Simple;Loosely;2999486;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_NBCLNG_TRC;TRIGGER;Simple;Loosely;2999490;82;0;0;0,012195122;0
1;TKMTS;OD_STOCKUNIT_NBCLNG_TRC;TRIGGER;Simple;Loosely;2999494;82;0;0;0,012195122;0
1;TKMTS;OD_STOCK_NBCST_NOTES_TRC;TRIGGER;Simple;Loosely;2999498;82;0;0;0,012195122;0
